/media/sunyu/OS1/suanli/collectionunzip/item_placement_9988
obj                 |bestobj             |time                |
868.175             |868.175             |0.135               |KS1
83.778              |83.778              |2.323               |KS2
23.814              |23.814              |10.227              |KS2
23.201              |23.201              |23.413              |lns
17.254              |17.254              |32.676              |lns
16.953              |16.953              |41.363              |lns2
16.582              |16.582              |46.126              |lns
14.976              |14.976              |58.512              |lns
13.572              |13.572              |62.788              |lns
13.556              |13.556              |76.199              |lns2
12.464              |12.464              |205.592             |lns2
12.122              |12.122              |250.802             |random
11.680              |11.680              |263.785             |lns
11.159              |11.159              |277.856             |lns2
total time : 999.8688170909882
