/media/sunyu/OS1/suanli/collectionunzip/SET3_03
obj                 |bestobj             |time                |
3047891.617         |3047891.617         |0.053               |init
2384442.077         |2384442.077         |0.314               |KS2
2356924.043         |2356924.043         |0.677               |KS2
2116369.593         |2116369.593         |5.056               |KS2
1144933.265         |1144933.265         |28.851              |KS2
433146.061          |433146.061          |78.871              |KS2
432672.644          |432672.644          |88.370              |crossover
382790.499          |382790.499          |138.726             |lns
382777.481          |382777.481          |149.321             |lns
378309.362          |378309.362          |160.692             |lns
360544.649          |360544.649          |203.315             |lns
336904.118          |336904.118          |211.570             |lns
269488.740          |269488.740          |304.240             |lns
266104.626          |266104.626          |381.681             |lns
256233.194          |256233.194          |453.989             |lns
256086.717          |256086.717          |496.748             |random
251150.165          |251150.165          |575.287             |lns
251026.297          |251026.297          |596.896             |random
250575.208          |250575.208          |660.198             |random
250575.198          |250575.198          |749.137             |random
248306.495          |248306.495          |801.490             |lns
240658.043          |240658.043          |857.078             |lns
240397.464          |240397.464          |903.223             |random
240256.115          |240256.115          |935.361             |lns
240256.115          |240256.115          |987.335             |random
total time : 999.8981220722198
