/media/sunyu/OS1/suanli/collectionunzip/item_placement_9919
obj                 |bestobj             |time                |
8.342               |8.342               |50.016              |INIT
8.278               |8.278               |100.073             |KS2
7.025               |7.025               |150.131             |KS2
6.444               |6.444               |200.197             |lns
6.443               |6.443               |300.253             |lns
6.441               |6.441               |350.287             |lns
6.441               |6.441               |400.693             |random
6.439               |6.439               |500.737             |lns
6.438               |6.438               |600.855             |random
6.436               |6.436               |713.898             |lns2
6.434               |6.434               |964.079             |lns
5.731               |5.731               |1000.025            |lns
total time : 1000.0257096290588
