/media/sunyu/OS1/suanli/collectionunzip/SET3_21
obj                 |bestobj             |time                |
3190600.490         |3190600.490         |0.039               |INIT
154083.877          |154083.877          |50.052              |KS2
145494.386          |145494.386          |150.083             |lns
143627.216          |143627.216          |223.290             |lns
143223.298          |143223.298          |278.227             |lns2
142656.147          |142656.147          |319.445             |lns
141949.590          |141949.590          |369.455             |lns
141949.590          |141949.590          |420.805             |random
141949.590          |141949.590          |473.730             |random
141803.696          |141803.696          |529.335             |lns2
141803.696          |141803.696          |580.588             |random
141803.696          |141803.696          |583.276             |random
total time : 1000.1185967922211
