/media/sunyu/OS1/suanli/collectionunzip/anonymous_71
obj                 |bestobj             |time                |
2022215.524         |2022215.524         |0.030               |KS1
405816.886          |405816.886          |50.046              |KS2
86851.001           |86851.001           |100.062             |KS2
78610.155           |78610.155           |101.943             |lns
55310.101           |55310.101           |151.956             |lns
55310.100           |55310.100           |339.513             |lns
53927.294           |53927.294           |389.789             |lns
52167.211           |52167.211           |439.802             |lns
52167.210           |52167.210           |489.815             |lns
52167.210           |52167.210           |539.941             |random
52167.202           |52167.202           |590.201             |lns
52167.194           |52167.194           |779.540             |lns2
52167.179           |52167.179           |999.770             |lns
total time : 999.7703492641449
