/media/sunyu/OS1/suanli/collectionunzip/SET3_18
obj                 |bestobj             |time                |
2654765.462         |2654765.462         |0.041               |INIT
127679.522          |127679.522          |50.053              |KS2
124805.584          |124805.584          |100.067             |KS2
113478.146          |113478.146          |150.085             |lns
111790.080          |111790.080          |212.845             |lns
111594.197          |111594.197          |262.855             |lns
110901.086          |110901.086          |312.866             |lns
110617.989          |110617.989          |362.876             |lns
110617.989          |110617.989          |414.689             |random
106734.964          |106734.964          |464.700             |lns
106075.204          |106075.204          |601.438             |lns2
106075.204          |106075.204          |653.299             |lns2
total time : 1000.1177670955658
