/media/sunyu/OS1/suanli/collectionunzip/item_placement_9967
obj                 |bestobj             |time                |
6.759               |6.759               |50.016              |INIT
6.584               |6.584               |100.059             |KS2
6.277               |6.277               |150.118             |KS2
6.113               |6.113               |200.186             |lns
6.001               |6.001               |250.215             |lns
5.844               |5.844               |300.252             |lns
5.815               |5.815               |350.282             |lns
5.811               |5.811               |400.310             |lns
5.793               |5.793               |550.453             |lns2
5.716               |5.716               |961.629             |lns
5.714               |5.714               |1000.014            |lns
total time : 1000.014386177063
