/media/sunyu/OS1/suanli/collectionunzip/item_placement_9909
obj                 |bestobj             |time                |
51.304              |51.304              |50.006              |init
16.018              |16.018              |100.114             |KS2
13.425              |13.425              |150.187             |KS2
12.947              |12.947              |200.266             |lns
12.790              |12.790              |250.322             |lns
12.710              |12.710              |300.355             |lns
12.390              |12.390              |400.398             |lns
12.195              |12.195              |450.405             |lns
12.151              |12.151              |500.413             |lns
12.148              |12.148              |669.637             |lns2
11.806              |11.806              |970.117             |lns
total time : 1000.1961407661438
