/media/sunyu/OS1/suanli/collectionunzip/item_placement_9988
obj                 |bestobj             |time                |
10.209              |10.209              |50.016              |INIT
10.014              |10.014              |100.066             |KS2
9.465               |9.465               |150.126             |KS2
9.462               |9.462               |200.194             |lns
9.187               |9.187               |250.218             |lns
8.731               |8.731               |350.251             |lns
8.731               |8.731               |500.309             |random
8.729               |8.729               |650.364             |lns2
8.728               |8.728               |803.125             |random
8.721               |8.721               |903.173             |lns
8.721               |8.721               |968.357             |random
total time : 1000.2126097679138
