/media/sunyu/OS1/suanli/collectionunzip/anonymous_40
obj                 |bestobj             |time                |
182163.606          |182163.606          |51.308              |INIT
132392.442          |132392.442          |101.446             |KS2
132169.227          |132169.227          |151.572             |KS2
124698.691          |124698.691          |201.756             |lns
124698.641          |124698.641          |251.866             |lns
124627.052          |124627.052          |301.977             |lns
124627.012          |124627.012          |352.087             |lns
124627.011          |124627.011          |402.197             |lns
124626.968          |124626.968          |502.434             |lns
total time : 1002.6580362319946
