/media/sunyu/OS1/suanli/collectionunzip/SET3_15
obj                 |bestobj             |time                |
3042304.426         |3042304.426         |0.041               |INIT
175348.323          |175348.323          |50.054              |KS2
156939.205          |156939.205          |100.067             |KS2
149255.813          |149255.813          |150.085             |lns
148831.296          |148831.296          |200.096             |lns
148783.784          |148783.784          |250.106             |lns
144449.705          |144449.705          |305.459             |lns
142013.155          |142013.155          |355.469             |lns
133556.020          |133556.020          |422.820             |lns
132942.528          |132942.528          |472.829             |lns
132769.981          |132769.981          |705.952             |lns2
total time : 1000.117696762085
