/media/sunyu/OS1/suanli/collectionunzip/anonymous_93
obj                 |bestobj             |time                |
267220.655          |267220.655          |50.594              |INIT
223622.871          |223622.871          |100.729             |KS2
190107.820          |190107.820          |150.857             |KS2
174522.747          |174522.747          |201.043             |lns
174522.744          |174522.744          |301.261             |lns
174480.675          |174480.675          |351.361             |lns
174480.675          |174480.675          |453.596             |random
174480.674          |174480.674          |503.709             |lns
174415.868          |174415.868          |553.821             |lns
174286.288          |174286.288          |809.855             |lns
171825.188          |171825.188          |910.081             |lns
171825.188          |171825.188          |961.470             |random
170730.406          |170730.406          |1000.083            |lns
total time : 1000.0833351612091
