/media/sunyu/OS1/suanli/collectionunzip/anonymous_63
obj                 |bestobj             |time                |
373001.259          |373001.259          |50.317              |INIT
161619.820          |161619.820          |100.400             |KS2
151272.807          |151272.807          |150.478             |KS2
147671.284          |147671.284          |200.587             |lns
121507.814          |121507.814          |300.719             |lns
121507.814          |121507.814          |351.638             |random
121507.810          |121507.810          |401.704             |lns
121507.720          |121507.720          |451.773             |lns
120701.454          |120701.454          |551.908             |lns
120505.309          |120505.309          |652.038             |lns
120505.292          |120505.292          |704.054             |lns2
total time : 1001.3307592868805
