/media/sunyu/OS1/suanli/collectionunzip/SET3_09
obj                 |bestobj             |time                |
3083821.587         |3083821.587         |0.038               |INIT
218033.881          |218033.881          |50.050              |KS2
211742.445          |211742.445          |100.063             |KS2
201927.958          |201927.958          |150.081             |lns
200184.993          |200184.993          |200.092             |lns
200115.213          |200115.213          |261.591             |lns
200112.506          |200112.506          |350.240             |lns2
199812.379          |199812.379          |400.739             |lns
199303.162          |199303.162          |450.750             |lns
196355.354          |196355.354          |500.761             |lns
195612.181          |195612.181          |785.124             |lns2
194059.871          |194059.871          |837.873             |lns
193149.184          |193149.184          |888.647             |lns2
193149.184          |193149.184          |952.383             |lns2
total time : 1000.4373779296875
