/media/sunyu/OS1/suanli/collectionunzip/anonymous_19
obj                 |bestobj             |time                |
183686.323          |183686.323          |50.471              |INIT
164810.298          |164810.298          |100.521             |KS2
112803.218          |112803.218          |150.564             |KS2
112700.262          |112700.262          |200.605             |KS2
104334.775          |104334.775          |250.847             |lns
99221.687           |99221.687           |300.882             |lns
99109.142           |99109.142           |350.974             |lns
88882.328           |88882.328           |401.005             |lns
88882.326           |88882.326           |451.037             |lns
88834.552           |88834.552           |503.921             |lns2
84347.734           |84347.734           |554.005             |lns
84347.724           |84347.724           |604.111             |lns
80296.587           |80296.587           |801.517             |lns2
73774.137           |73774.137           |951.690             |lns
73774.134           |73774.134           |1000.025            |lns
total time : 1000.0251865386963
