/media/sunyu/OS1/suanli/collectionunzip/neos-848198
obj                 |bestobj             |time                |
131121.000          |131121.000          |0.417               |KS1
55194.000           |55194.000           |50.422              |KS2
54577.000           |54577.000           |100.427             |KS2
54286.000           |54286.000           |150.435             |lns
54245.000           |54245.000           |200.440             |lns
54093.000           |54093.000           |250.446             |lns
53933.000           |53933.000           |350.455             |lns
53824.000           |53824.000           |400.461             |lns
53072.000           |53072.000           |550.486             |lns2
53029.000           |53029.000           |700.502             |lns
52878.000           |52878.000           |800.512             |lns
total time : 1000.0036838054657
