/media/sunyu/OS1/suanli/collectionunzip/anonymous_26
obj                 |bestobj             |time                |
150669.421          |150669.421          |51.214              |INIT
139054.856          |139054.856          |101.269             |KS2
134143.551          |134143.551          |151.320             |KS2
134143.519          |134143.519          |201.396             |lns
133028.816          |133028.816          |251.441             |lns
132984.031          |132984.031          |351.533             |lns
131851.750          |131851.750          |401.576             |lns
131799.799          |131799.799          |451.619             |lns
131069.612          |131069.612          |501.662             |lns
128851.568          |128851.568          |602.392             |lns2
128851.556          |128851.556          |702.542             |lns
128822.695          |128822.695          |752.585             |lns
128652.390          |128652.390          |852.679             |lns
125099.810          |125099.810          |902.718             |lns
123645.409          |123645.409          |952.756             |lns
total time : 1000.4041094779968
