/media/sunyu/OS1/suanli/collectionunzip/item_placement_9941
obj                 |bestobj             |time                |
6.794               |6.794               |50.005              |init
5.496               |5.496               |100.047             |KS2
4.832               |4.832               |150.103             |KS2
4.808               |4.808               |300.271             |lns2
4.302               |4.302               |651.911             |lns
4.066               |4.066               |701.941             |lns
3.419               |3.419               |751.952             |lns
3.373               |3.373               |801.978             |lns
3.279               |3.279               |902.022             |lns
3.279               |3.279               |952.288             |random
total time : 1000.2651979923248
