/media/sunyu/OS1/suanli/collectionunzip/anonymous_9
obj                 |bestobj             |time                |
9052.467            |9052.467            |5.600               |KS1
9052.463            |9052.463            |55.606              |KS2
8917.988            |8917.988            |89.149              |KS2
8905.000            |8905.000            |326.329             |lns
8904.998            |8904.998            |482.642             |lns2
8904.989            |8904.989            |680.677             |lns
8904.888            |8904.888            |730.681             |lns
8904.740            |8904.740            |806.825             |lns
8904.622            |8904.622            |999.786             |lns
total time : 999.7865445613861
