/media/sunyu/OS1/suanli/collectionunzip/SET4_10
obj                 |bestobj             |time                |
3192431.653         |3192431.653         |0.039               |INIT
61092.774           |61092.774           |50.051              |KS2
60046.950           |60046.950           |150.082             |lns
59504.296           |59504.296           |200.094             |lns
59384.696           |59384.696           |250.105             |lns
56945.734           |56945.734           |350.127             |lns
56627.921           |56627.921           |400.137             |lns
56609.057           |56609.057           |450.148             |lns
56427.235           |56427.235           |618.458             |lns2
56376.697           |56376.697           |669.052             |lns
56280.328           |56280.328           |719.171             |lns
56231.189           |56231.189           |769.429             |lns
56216.150           |56216.150           |819.441             |lns
56216.150           |56216.150           |869.733             |random
56160.469           |56160.469           |894.115             |lns2
56106.603           |56106.603           |946.309             |lns2
55210.860           |55210.860           |996.391             |lns
55210.860           |55210.860           |1000.438            |random
total time : 1000.438595533371
