/media/sunyu/OS1/suanli/collectionunzip/item_placement_9981
obj                 |bestobj             |time                |
7.937               |7.937               |50.005              |init
6.721               |6.721               |100.056             |KS2
5.095               |5.095               |150.102             |KS2
4.680               |4.680               |200.173             |lns
4.561               |4.561               |250.205             |lns
4.460               |4.460               |300.239             |lns
4.253               |4.253               |350.252             |lns
4.247               |4.247               |450.282             |lns
4.137               |4.137               |554.518             |lns2
4.080               |4.080               |654.614             |lns
4.060               |4.060               |804.660             |lns2
total time : 1000.2792365550995
