/media/sunyu/OS1/suanli/collectionunzip/SET3_03
obj                 |bestobj             |time                |
3047891.617         |3047891.617         |0.037               |INIT
251252.032          |251252.032          |50.052              |KS2
242456.942          |242456.942          |100.065             |KS2
231437.235          |231437.235          |150.084             |lns
231146.867          |231146.867          |251.135             |lns2
229433.371          |229433.371          |332.745             |lns2
227530.565          |227530.565          |484.509             |lns
226556.634          |226556.634          |534.521             |lns
216156.137          |216156.137          |587.719             |lns
216067.788          |216067.788          |637.730             |lns
215612.778          |215612.778          |687.740             |lns
214909.744          |214909.744          |737.751             |lns
214545.497          |214545.497          |796.497             |lns
total time : 1000.1193480491638
