/media/sunyu/OS1/suanli/collectionunzip/item_placement_9930
obj                 |bestobj             |time                |
618.773             |618.773             |0.024               |KS1
15.175              |15.175              |50.034              |KS2
11.951              |11.951              |100.072             |KS2
11.945              |11.945              |150.189             |lns
11.776              |11.776              |200.223             |lns
11.086              |11.086              |250.254             |lns
10.604              |10.604              |300.304             |lns
10.518              |10.518              |400.397             |lns
9.508               |9.508               |450.452             |lns
9.260               |9.260               |500.507             |lns
8.899               |8.899               |550.569             |lns
8.689               |8.689               |600.635             |lns
8.466               |8.466               |750.738             |lns2
8.326               |8.326               |850.849             |lns
8.211               |8.211               |974.133             |lns2
total time : 1000.3151757717133
