/media/sunyu/OS1/suanli/collectionunzip/item_placement_9990
obj                 |bestobj             |time                |
17.181              |17.181              |50.005              |init
11.242              |11.242              |100.100             |KS2
11.046              |11.046              |150.146             |KS2
11.044              |11.044              |200.190             |lns
11.044              |11.044              |350.359             |random
11.042              |11.042              |400.393             |lns
11.042              |11.042              |500.860             |random
11.041              |11.041              |637.968             |random
11.040              |11.040              |747.687             |lns
11.040              |11.040              |947.749             |random
total time : 1000.049341917038
