/media/sunyu/OS1/suanli/collectionunzip/anonymous_73
obj                 |bestobj             |time                |
132034.131          |132034.131          |50.563              |INIT
127923.387          |127923.387          |100.608             |KS2
105453.843          |105453.843          |150.647             |KS2
105186.875          |105186.875          |201.882             |lns
105186.866          |105186.866          |355.802             |lns2
105172.312          |105172.312          |405.881             |lns
105172.310          |105172.310          |455.915             |lns
105172.310          |105172.310          |506.297             |random
105172.310          |105172.310          |556.834             |random
105172.294          |105172.294          |606.868             |lns
105172.293          |105172.293          |657.291             |random
105172.291          |105172.291          |707.327             |lns
105172.291          |105172.291          |757.908             |random
105172.280          |105172.280          |807.941             |lns
total time : 1000.0691442489624
