/media/sunyu/OS1/suanli/collectionunzip/item_placement_9978
obj                 |bestobj             |time                |
12.831              |12.831              |50.016              |INIT
12.716              |12.716              |100.048             |KS2
11.388              |11.388              |150.132             |KS2
11.309              |11.309              |200.221             |lns
11.216              |11.216              |250.252             |lns
10.373              |10.373              |300.283             |lns
9.931               |9.931               |350.312             |lns
9.752               |9.752               |400.329             |lns
9.351               |9.351               |450.337             |lns
9.344               |9.344               |500.345             |lns
9.341               |9.341               |550.353             |lns
9.340               |9.340               |600.361             |lns
9.315               |9.315               |700.379             |lns
9.310               |9.310               |751.599             |lns2
total time : 1000.0676500797272
