/media/sunyu/OS1/suanli/collectionunzip/SET4_04
obj                 |bestobj             |time                |
3139014.043         |3139014.043         |0.121               |INIT
80278.115           |80278.115           |50.133              |KS2
77132.464           |77132.464           |100.147             |KS2
74442.587           |74442.587           |150.165             |lns
73076.818           |73076.818           |200.176             |lns
72911.661           |72911.661           |250.187             |lns
71533.701           |71533.701           |334.771             |lns
69996.605           |69996.605           |384.781             |lns
69912.016           |69912.016           |434.792             |lns
69902.305           |69902.305           |484.802             |lns
68632.066           |68632.066           |535.031             |lns
total time : 1000.1184453964233
