/media/sunyu/OS1/suanli/collectionunzip/SET3_08
obj                 |bestobj             |time                |
1747221.016         |1747221.016         |14.356              |init
340303.128          |340303.128          |64.372              |KS2
253484.196          |253484.196          |114.385             |KS2
242979.108          |242979.108          |214.414             |lns
237091.244          |237091.244          |264.425             |lns
235343.582          |235343.582          |314.435             |lns
232725.415          |232725.415          |364.446             |lns
232724.191          |232724.191          |414.457             |lns
229746.854          |229746.854          |465.102             |lns
229746.854          |229746.854          |515.352             |random
229736.103          |229736.103          |858.554             |lns2
total time : 999.8948266506195
