/media/sunyu/OS1/suanli/collectionunzip/item_placement_9973
obj                 |bestobj             |time                |
12.163              |12.163              |50.016              |INIT
11.520              |11.520              |100.082             |KS2
10.809              |10.809              |150.141             |KS2
10.805              |10.805              |200.227             |lns
10.325              |10.325              |250.235             |lns
10.318              |10.318              |300.244             |lns
10.180              |10.180              |450.320             |lns2
9.462               |9.462               |555.406             |lns2
9.234               |9.234               |655.516             |lns
9.217               |9.217               |705.524             |lns
9.207               |9.207               |755.531             |lns
total time : 1000.0208637714386
