/media/sunyu/OS1/suanli/collectionunzip/anonymous_60
obj                 |bestobj             |time                |
84226.125           |84226.125           |50.678              |INIT
81706.863           |81706.863           |100.734             |KS2
80647.630           |80647.630           |150.785             |KS2
79435.566           |79435.566           |200.833             |KS2
79435.566           |79435.566           |200.901             |crossover
79355.172           |79355.172           |250.975             |lns
77966.029           |77966.029           |308.281             |lns
77966.011           |77966.011           |408.375             |lns
77965.991           |77965.991           |458.414             |lns
73821.114           |73821.114           |523.392             |lns2
73582.538           |73582.538           |925.598             |lns2
73582.537           |73582.537           |975.685             |lns
total time : 1000.5910947322845
