/media/sunyu/OS1/suanli/collectionunzip/supportcase35
obj                 |bestobj             |time                |
-73.000             |-73.000             |50.115              |INIT
-139.000            |-139.000            |100.125             |KS2
-253.000            |-253.000            |150.132             |KS2
-271.000            |-271.000            |200.140             |KS2
-295.000            |-295.000            |250.150             |crossover
-305.500            |-305.500            |350.168             |lns
-314.500            |-314.500            |400.175             |lns
-314.500            |-314.500            |900.520             |random
total time : 1000.2936615943909
