/media/sunyu/OS1/suanli/collectionunzip/anonymous_84
obj                 |bestobj             |time                |
801323.763          |801323.763          |0.165               |KS1
278666.096          |278666.096          |50.196              |KS2
54369.990           |54369.990           |100.225             |KS2
49801.128           |49801.128           |137.371             |lns
49801.081           |49801.081           |252.527             |lns2
45604.860           |45604.860           |302.572             |lns
45562.903           |45562.903           |354.120             |lns2
45562.903           |45562.903           |355.043             |lns
45562.902           |45562.902           |376.038             |random
43956.875           |43956.875           |426.060             |lns
43956.875           |43956.875           |476.727             |random
43956.874           |43956.874           |525.845             |lns
total time : 999.7278971672058
