/media/sunyu/OS1/suanli/collectionunzip/SET4_19
obj                 |bestobj             |time                |
2769623.025         |2769623.025         |0.041               |INIT
36000.319           |36000.319           |50.054              |KS2
35584.577           |35584.577           |100.067             |KS2
34056.117           |34056.117           |110.736             |lns
32817.462           |32817.462           |137.011             |lns2
31569.340           |31569.340           |187.934             |lns2
31569.340           |31569.340           |194.423             |lns2
31569.340           |31569.340           |197.637             |random
31284.357           |31284.357           |199.221             |lns
31284.357           |31284.357           |213.577             |random
31284.357           |31284.357           |219.111             |random
total time : 1000.1175005435944
