/media/sunyu/OS1/suanli/collectionunzip/item_placement_9974
obj                 |bestobj             |time                |
26.869              |26.869              |50.006              |init
24.802              |24.802              |100.091             |KS2
24.570              |24.570              |150.176             |KS2
24.216              |24.216              |200.306             |lns
23.078              |23.078              |250.315             |lns
22.989              |22.989              |400.444             |lns2
22.905              |22.905              |500.472             |lns
22.876              |22.876              |550.479             |lns
22.860              |22.860              |600.487             |lns
22.834              |22.834              |650.494             |lns
total time : 999.9388697147369
