/media/sunyu/OS1/suanli/collectionunzip/item_placement_9906
obj                 |bestobj             |time                |
148.338             |148.338             |50.005              |init
15.202              |15.202              |100.073             |KS2
15.201              |15.201              |150.089             |KS2
15.199              |15.199              |300.431             |lns2
14.839              |14.839              |450.566             |lns
14.807              |14.807              |500.615             |lns
14.125              |14.125              |550.623             |lns
14.102              |14.102              |600.631             |lns
14.083              |14.083              |650.640             |lns
14.076              |14.076              |886.779             |lns2
total time : 1000.0522391796112
