/media/sunyu/OS1/suanli/collectionunzip/SET3_29
obj                 |bestobj             |time                |
1536408.870         |1536408.870         |20.431              |init
252302.378          |252302.378          |70.445              |KS2
211562.332          |211562.332          |120.459             |KS2
196824.959          |196824.959          |170.477             |lns
196674.210          |196674.210          |220.488             |lns
195372.305          |195372.305          |270.499             |lns
193279.150          |193279.150          |325.283             |lns
193278.948          |193278.948          |375.293             |lns
192039.074          |192039.074          |425.304             |lns
191426.159          |191426.159          |475.315             |lns
191084.468          |191084.468          |528.079             |lns2
190739.143          |190739.143          |578.162             |lns
190739.143          |190739.143          |631.182             |random
189273.763          |189273.763          |718.496             |lns2
188644.244          |188644.244          |768.995             |lns
186138.831          |186138.831          |819.005             |lns
total time : 999.8974876403809
