/media/sunyu/OS1/suanli/collectionunzip/item_placement_9908
obj                 |bestobj             |time                |
17.256              |17.256              |50.016              |INIT
14.685              |14.685              |100.080             |KS2
14.416              |14.416              |150.139             |KS2
14.370              |14.370              |200.210             |lns
14.361              |14.361              |300.226             |lns
14.010              |14.010              |350.233             |lns
14.009              |14.009              |550.330             |random
14.009              |14.009              |701.833             |random
14.006              |14.006              |751.841             |lns
14.006              |14.006              |851.901             |random
14.000              |14.000              |1000.006            |lns2
total time : 1000.1141047477722
