/media/sunyu/OS1/suanli/collectionunzip/item_placement_9915
obj                 |bestobj             |time                |
31.397              |31.397              |50.017              |INIT
30.990              |30.990              |100.094             |KS2
29.639              |29.639              |150.166             |KS2
29.638              |29.638              |200.180             |lns
29.591              |29.591              |250.188             |lns
29.586              |29.586              |395.981             |lns2
29.572              |29.572              |799.976             |lns
29.567              |29.567              |849.984             |lns
29.560              |29.560              |899.992             |lns
29.547              |29.547              |950.000             |lns
29.533              |29.533              |1000.006            |lns
total time : 1000.0058841705322
