/media/sunyu/OS1/suanli/collectionunzip/SET3_11
obj                 |bestobj             |time                |
2873112.864         |2873112.864         |0.039               |INIT
177380.996          |177380.996          |50.052              |KS2
163394.991          |163394.991          |100.064             |KS2
141596.367          |141596.367          |150.082             |lns
141102.730          |141102.730          |200.093             |lns
140766.735          |140766.735          |300.116             |lns
140416.845          |140416.845          |350.671             |lns
140178.888          |140178.888          |400.680             |lns
140109.200          |140109.200          |451.057             |lns2
137958.397          |137958.397          |485.640             |lns
137862.155          |137862.155          |557.220             |lns
135565.967          |135565.967          |707.728             |random
134784.142          |134784.142          |790.349             |lns2
133328.634          |133328.634          |841.371             |lns
133328.634          |133328.634          |896.018             |random
133029.626          |133029.626          |999.645             |lns2
total time : 1000.0071794986725
