/media/sunyu/OS1/suanli/collectionunzip/item_placement_9903
obj                 |bestobj             |time                |
610.182             |610.182             |0.023               |KS1
10.733              |10.733              |50.033              |KS2
6.790               |6.790               |100.109             |KS2
6.784               |6.784               |250.300             |lns2
5.921               |5.921               |503.526             |lns
5.696               |5.696               |553.554             |lns
5.690               |5.690               |603.575             |lns
5.576               |5.576               |653.592             |lns
5.575               |5.575               |703.601             |lns
5.573               |5.573               |753.610             |lns
5.019               |5.019               |999.877             |lns2
total time : 999.9853205680847
