/media/sunyu/OS1/suanli/collectionunzip/item_placement_9968
obj                 |bestobj             |time                |
416.752             |416.752             |0.027               |KS1
18.253              |18.253              |50.036              |KS2
17.991              |17.991              |100.106             |KS2
17.983              |17.983              |150.217             |lns
17.974              |17.974              |250.340             |lns
17.835              |17.835              |400.446             |lns2
17.368              |17.368              |500.650             |lns
13.770              |13.770              |550.680             |lns
13.328              |13.328              |600.711             |lns
13.328              |13.328              |651.143             |random
total time : 1000.0918414592743
