/media/sunyu/OS1/suanli/collectionunzip/SET3_06
obj                 |bestobj             |time                |
3075765.808         |3075765.808         |0.140               |INIT
499832.072          |499832.072          |50.164              |KS2
300202.666          |300202.666          |100.185             |KS2
292335.921          |292335.921          |150.205             |KS2
290767.331          |290767.331          |200.225             |KS2
274227.888          |274227.888          |250.247             |KS2
273007.462          |273007.462          |287.379             |crossover
257446.898          |257446.898          |328.828             |lns
257434.868          |257434.868          |332.361             |random
244105.285          |244105.285          |427.442             |lns
243694.781          |243694.781          |428.531             |lns
243694.721          |243694.721          |470.597             |random
243213.902          |243213.902          |489.196             |random
242173.952          |242173.952          |513.361             |random
241041.639          |241041.639          |613.373             |lns
241040.761          |241040.761          |717.296             |random
241031.781          |241031.781          |932.725             |random
239496.059          |239496.059          |964.268             |random
total time : 1000.0073993206024
