/media/sunyu/OS1/suanli/collectionunzip/load_balancing_1085
obj                 |bestobj             |time                |
711.000             |711.000             |10.059              |KS1
693.000             |693.000             |60.224              |KS2
692.000             |692.000             |110.388             |KS2
690.000             |690.000             |160.549             |KS2
687.000             |687.000             |210.705             |KS2
686.000             |686.000             |260.880             |KS2
685.000             |685.000             |311.061             |crossover
685.000             |685.000             |350.143             |random
685.000             |685.000             |426.687             |random
685.000             |685.000             |494.229             |random
685.000             |685.000             |646.763             |random
685.000             |685.000             |806.635             |random
total time : 1000.0879490375519
