/media/sunyu/OS1/suanli/collectionunzip/neos-1420790
obj                 |bestobj             |time                |
3202.515            |3202.515            |51.179              |INIT
3202.515            |3202.515            |51.276              |KS2
3199.742            |3199.742            |52.000              |KS2
3189.722            |3189.722            |60.203              |KS2
3166.045            |3166.045            |77.970              |KS2
3159.571            |3159.571            |84.957              |KS2
3158.507            |3158.507            |93.891              |lns
3155.279            |3155.279            |98.998              |random
3153.843            |3153.843            |118.641             |lns
3151.695            |3151.695            |138.896             |random
3149.382            |3149.382            |149.756             |lns
3147.433            |3147.433            |164.224             |lns
3144.761            |3144.761            |180.907             |random
3144.531            |3144.531            |207.997             |lns
3143.747            |3143.747            |234.642             |random
3141.806            |3141.806            |261.648             |lns
3141.475            |3141.475            |317.808             |random
3139.882            |3139.882            |361.386             |random
3134.409            |3134.409            |414.664             |random
3133.381            |3133.381            |477.446             |random
3133.261            |3133.261            |524.393             |random
3133.261            |3133.261            |562.953             |random
3131.974            |3131.974            |606.840             |random
3131.550            |3131.550            |646.907             |random
3131.550            |3131.550            |686.981             |random
3131.102            |3131.102            |744.486             |random
3130.362            |3130.362            |785.381             |random
3129.145            |3129.145            |830.840             |random
3129.145            |3129.145            |868.152             |random
3129.113            |3129.113            |925.161             |random
3127.946            |3127.946            |962.718             |lns
total time : 1000.009774684906
