/media/sunyu/OS1/suanli/collectionunzip/SET3_02
obj                 |bestobj             |time                |
3159321.297         |3159321.297         |0.138               |INIT
535932.415          |535932.415          |50.161              |KS2
486114.071          |486114.071          |100.181             |KS2
486114.061          |486114.061          |150.201             |KS2
350645.195          |350645.195          |200.222             |KS2
322133.528          |322133.528          |250.243             |KS2
321675.497          |321675.497          |336.039             |lns
321675.487          |321675.487          |338.168             |lns
319239.959          |319239.959          |341.583             |random
304767.814          |304767.814          |352.436             |lns
304331.702          |304331.702          |362.684             |random
299886.018          |299886.018          |380.971             |lns
289048.920          |289048.920          |402.817             |random
284244.004          |284244.004          |419.666             |random
284229.316          |284229.316          |438.366             |random
283948.897          |283948.897          |460.511             |random
283465.117          |283465.117          |482.882             |random
283465.097          |283465.097          |586.874             |random
278448.551          |278448.551          |691.697             |random
275703.688          |275703.688          |792.005             |lns
274257.843          |274257.843          |898.016             |random
273003.811          |273003.811          |943.977             |random
267695.782          |267695.782          |976.964             |random
267536.378          |267536.378          |1000.018            |lns
total time : 1000.0185263156891
