/media/sunyu/OS1/suanli/collectionunzip/load_balancing_982
obj                 |bestobj             |time                |
713.000             |713.000             |11.328              |KS1
687.000             |687.000             |61.484              |KS2
685.000             |685.000             |161.776             |KS2
680.000             |680.000             |211.925             |KS2
679.000             |679.000             |262.070             |KS2
677.000             |677.000             |312.257             |crossover
676.000             |676.000             |349.521             |random
675.000             |675.000             |428.464             |random
674.000             |674.000             |594.405             |random
total time : 1000.1649210453033
