/media/sunyu/OS1/suanli/collectionunzip/item_placement_9960
obj                 |bestobj             |time                |
28.218              |28.218              |50.040              |INIT
23.140              |23.140              |57.280              |KS2
21.591              |21.591              |61.070              |KS2
20.103              |20.103              |68.673              |KS2
19.721              |19.721              |77.010              |lns
19.721              |19.721              |77.907              |random
19.721              |19.721              |79.205              |random
17.574              |17.574              |88.985              |random
17.490              |17.490              |95.615              |random
16.394              |16.394              |105.203             |random
16.337              |16.337              |116.033             |random
14.752              |14.752              |124.516             |lns
14.752              |14.752              |206.029             |random
13.754              |13.754              |381.170             |random
13.607              |13.607              |395.009             |random
13.602              |13.602              |544.867             |random
total time : 1000.0046937465668
