/media/sunyu/OS1/suanli/collectionunzip/item_placement_9974
obj                 |bestobj             |time                |
43.152              |43.152              |50.042              |INIT
37.040              |37.040              |55.254              |KS2
36.258              |36.258              |58.833              |KS2
35.813              |35.813              |73.252              |KS2
35.159              |35.159              |74.871              |lns
35.139              |35.139              |78.125              |lns
34.412              |34.412              |79.944              |random
33.917              |33.917              |83.377              |lns
33.699              |33.699              |88.557              |random
31.611              |31.611              |98.538              |random
29.615              |29.615              |111.136             |random
29.078              |29.078              |118.981             |lns
28.089              |28.089              |125.203             |lns
26.515              |26.515              |132.689             |lns
25.974              |25.974              |141.785             |random
25.918              |25.918              |149.607             |random
25.762              |25.762              |175.227             |random
23.843              |23.843              |188.306             |random
23.636              |23.636              |196.606             |random
23.522              |23.522              |229.449             |random
23.522              |23.522              |234.622             |random
23.431              |23.431              |266.683             |random
23.342              |23.342              |335.939             |random
23.342              |23.342              |385.089             |random
23.201              |23.201              |582.204             |random
23.085              |23.085              |619.996             |random
23.085              |23.085              |629.215             |random
23.015              |23.015              |702.219             |random
23.015              |23.015              |710.663             |random
23.015              |23.015              |760.314             |random
23.015              |23.015              |797.770             |random
23.015              |23.015              |803.356             |random
22.962              |22.962              |834.081             |random
total time : 1000.0004591941833
