/media/sunyu/OS1/suanli/collectionunzip/anonymous_17
obj                 |bestobj             |time                |
1219100.046         |1219100.046         |0.656               |KS1
974281.475          |974281.475          |0.684               |KS2
847363.022          |847363.022          |0.784               |KS2
691916.556          |691916.556          |0.904               |KS2
600495.692          |600495.692          |1.103               |KS2
432242.333          |432242.333          |1.562               |KS2
432242.333          |432242.333          |1.673               |KS2
432242.333          |432242.333          |1.800               |random
428598.607          |428598.607          |2.476               |lns
289092.828          |289092.828          |3.279               |lns
284447.523          |284447.523          |3.797               |lns
284447.523          |284447.523          |3.936               |random
187719.335          |187719.335          |4.432               |random
187640.723          |187640.723          |13.374              |lns
184357.917          |184357.917          |18.745              |lns
184343.984          |184343.984          |28.731              |lns
184343.984          |184343.984          |31.553              |random
167496.077          |167496.077          |59.358              |lns
167407.928          |167407.928          |66.220              |lns
165623.414          |165623.414          |79.920              |lns
165623.344          |165623.344          |92.589              |lns
160946.570          |160946.570          |102.112             |lns
158641.480          |158641.480          |108.993             |lns
158641.480          |158641.480          |117.842             |random
158479.373          |158479.373          |119.095             |random
158441.206          |158441.206          |126.737             |random
158412.858          |158412.858          |128.583             |random
158412.858          |158412.858          |130.991             |random
158412.858          |158412.858          |139.313             |random
156615.923          |156615.923          |141.297             |lns
156615.923          |156615.923          |152.661             |random
156615.923          |156615.923          |161.424             |random
156615.923          |156615.923          |170.128             |random
156564.703          |156564.703          |176.148             |random
156537.291          |156537.291          |179.446             |lns
156537.291          |156537.291          |187.783             |random
156537.111          |156537.111          |195.055             |lns
153623.547          |153623.547          |197.603             |random
153623.537          |153623.537          |204.909             |lns
153595.488          |153595.488          |213.224             |random
153595.488          |153595.488          |217.949             |random
153595.488          |153595.488          |227.399             |random
153576.119          |153576.119          |229.698             |random
153548.578          |153548.578          |240.403             |lns
153548.578          |153548.578          |241.937             |random
153548.578          |153548.578          |246.567             |random
153519.876          |153519.876          |253.059             |random
153519.876          |153519.876          |254.206             |random
153519.876          |153519.876          |261.203             |random
153519.876          |153519.876          |262.647             |random
153501.908          |153501.908          |265.915             |random
153501.908          |153501.908          |267.509             |random
153501.908          |153501.908          |275.296             |random
153501.908          |153501.908          |278.019             |random
153501.908          |153501.908          |279.778             |random
153501.908          |153501.908          |282.269             |random
151088.429          |151088.429          |284.818             |lns
151088.349          |151088.349          |287.188             |lns
122668.014          |122668.014          |292.909             |random
122249.925          |122249.925          |298.175             |lns
122222.117          |122222.117          |301.028             |lns
122222.117          |122222.117          |304.481             |random
122194.651          |122194.651          |315.215             |random
108222.057          |108222.057          |317.902             |lns
108222.057          |108222.057          |319.183             |random
105515.354          |105515.354          |329.442             |random
105515.354          |105515.354          |330.699             |random
105501.376          |105501.376          |333.549             |random
105501.376          |105501.376          |335.441             |random
105501.376          |105501.376          |337.474             |random
105501.376          |105501.376          |339.406             |random
104756.213          |104756.213          |340.464             |lns
104756.213          |104756.213          |343.290             |random
104756.213          |104756.213          |352.657             |random
104756.213          |104756.213          |363.725             |random
104756.123          |104756.123          |366.282             |lns
104735.695          |104735.695          |374.279             |random
104147.853          |104147.853          |378.358             |lns
104147.853          |104147.853          |381.738             |random
104119.538          |104119.538          |385.022             |random
104119.538          |104119.538          |393.842             |random
104119.538          |104119.538          |403.314             |random
104092.510          |104092.510          |408.430             |random
104092.510          |104092.510          |413.385             |random
104092.460          |104092.460          |420.305             |lns
