/media/sunyu/OS1/suanli/collectionunzip/anonymous_86
obj                 |bestobj             |time                |
550354.800          |550354.800          |144.788             |INIT
296056.409          |296056.409          |186.485             |KS2
287549.382          |287549.382          |207.003             |KS2
287549.372          |287549.372          |263.510             |KS2
287549.372          |287549.372          |313.658             |KS2
287393.121          |287393.121          |315.879             |KS2
284833.096          |284833.096          |617.513             |lns
284833.096          |284833.096          |652.846             |random
284748.903          |284748.903          |849.607             |random
284748.893          |284748.893          |950.645             |random
284748.893          |284748.893          |1000.714            |random
total time : 1000.7144918441772
