/media/sunyu/OS1/suanli/collectionunzip/item_placement_9966
obj                 |bestobj             |time                |
25.778              |25.778              |50.041              |INIT
24.800              |24.800              |60.455              |lns
24.198              |24.198              |61.616              |lns
24.013              |24.013              |62.407              |random
21.375              |21.375              |66.344              |lns
20.435              |20.435              |68.616              |lns
19.637              |19.637              |71.658              |random
15.022              |15.022              |78.085              |lns
14.322              |14.322              |83.705              |random
12.878              |12.878              |90.916              |random
12.736              |12.736              |159.438             |random
12.724              |12.724              |168.253             |random
12.262              |12.262              |192.550             |random
11.732              |11.732              |205.156             |random
11.174              |11.174              |210.725             |random
11.162              |11.162              |255.392             |random
10.958              |10.958              |263.269             |random
9.644               |9.644               |277.953             |random
9.644               |9.644               |377.626             |random
9.349               |9.349               |443.511             |random
9.063               |9.063               |459.389             |random
9.037               |9.037               |465.442             |lns
8.397               |8.397               |477.071             |random
7.446               |7.446               |522.717             |random
7.230               |7.230               |592.928             |random
7.105               |7.105               |621.414             |random
7.012               |7.012               |741.546             |random
6.974               |6.974               |851.078             |random
total time : 1000.0038180351257
