/media/sunyu/OS1/suanli/collectionunzip/neos-1067731
obj                 |bestobj             |time                |
1027303.000         |1027303.000         |52.329              |INIT
1027302.000         |1027302.000         |53.238              |KS2
1027299.000         |1027299.000         |54.178              |KS2
1027299.000         |1027299.000         |54.366              |KS2
1027105.000         |1027105.000         |56.160              |lns
1027105.000         |1027105.000         |57.926              |random
1027104.000         |1027104.000         |62.907              |random
1027097.000         |1027097.000         |67.013              |lns
1026854.000         |1026854.000         |76.972              |lns
1026854.000         |1026854.000         |82.349              |random
1026712.000         |1026712.000         |90.816              |lns
1026711.000         |1026711.000         |95.482              |lns
1026709.000         |1026709.000         |106.384             |random
1026646.000         |1026646.000         |139.187             |lns
1026645.000         |1026645.000         |145.116             |lns
1026644.000         |1026644.000         |155.665             |lns
1026644.000         |1026644.000         |185.977             |random
1026465.000         |1026465.000         |207.858             |random
1025731.000         |1025731.000         |288.409             |lns
1025731.000         |1025731.000         |303.808             |random
1025731.000         |1025731.000         |330.248             |random
1025731.000         |1025731.000         |344.132             |random
1025729.000         |1025729.000         |401.488             |random
1025729.000         |1025729.000         |425.194             |random
1025729.000         |1025729.000         |437.510             |random
1025566.000         |1025566.000         |450.213             |lns
1025566.000         |1025566.000         |457.306             |random
1025565.000         |1025565.000         |498.698             |lns
1025565.000         |1025565.000         |505.095             |random
1025564.000         |1025564.000         |514.927             |random
1025396.000         |1025396.000         |565.814             |lns
1025395.000         |1025395.000         |574.146             |random
1025394.000         |1025394.000         |610.560             |lns
1025394.000         |1025394.000         |664.145             |random
1025394.000         |1025394.000         |717.208             |random
1025394.000         |1025394.000         |749.029             |random
1025394.000         |1025394.000         |823.257             |random
1025228.000         |1025228.000         |867.375             |lns
1025228.000         |1025228.000         |899.561             |random
1025227.000         |1025227.000         |945.001             |random
1025227.000         |1025227.000         |961.922             |random
1025227.000         |1025227.000         |990.976             |random
total time : 1000.0221395492554
