/media/sunyu/OS1/suanli/collectionunzip/item_placement_9903
obj                 |bestobj             |time                |
28.902              |28.902              |50.047              |INIT
23.840              |23.840              |54.702              |KS2
23.346              |23.346              |64.157              |KS2
22.678              |22.678              |84.608              |random
22.025              |22.025              |94.067              |random
18.833              |18.833              |101.205             |lns
17.719              |17.719              |109.523             |lns
17.417              |17.417              |115.825             |random
15.696              |15.696              |124.257             |random
15.412              |15.412              |134.681             |lns
14.960              |14.960              |144.032             |random
14.820              |14.820              |151.960             |random
14.747              |14.747              |160.047             |random
14.528              |14.528              |169.099             |random
11.680              |11.680              |202.039             |random
11.328              |11.328              |236.285             |random
11.236              |11.236              |324.263             |random
11.235              |11.235              |448.635             |random
total time : 1000.008133649826
