/media/sunyu/OS1/suanli/collectionunzip/neos-1420546
obj                 |bestobj             |time                |
23296.289           |23296.289           |87.285              |INIT
23253.645           |23253.645           |137.387             |KS2
23250.060           |23250.060           |187.487             |KS2
23249.539           |23249.539           |237.591             |KS2
23226.146           |23226.146           |287.698             |KS2
23201.638           |23201.638           |387.930             |crossover
23178.498           |23178.498           |483.342             |lns
23167.917           |23167.917           |583.447             |lns
23161.301           |23161.301           |688.023             |random
23161.301           |23161.301           |789.811             |random
23152.860           |23152.860           |950.378             |random
23152.860           |23152.860           |1000.224            |random
total time : 1000.2244482040405
