/media/sunyu/OS1/suanli/collectionunzip/anonymous_53
obj                 |bestobj             |time                |
12701.200           |12701.200           |95.118              |KS1
12701.070           |12701.070           |100.339             |KS2
12701.070           |12701.070           |100.508             |KS2
12675.950           |12675.950           |104.257             |lns
12675.910           |12675.910           |105.332             |lns
12649.200           |12649.200           |107.019             |random
12649.050           |12649.050           |118.043             |lns
12649.050           |12649.050           |241.212             |random
12649.050           |12649.050           |669.643             |random
total time : 1000.0062227249146
