/media/sunyu/OS1/suanli/collectionunzip/item_placement_9918
obj                 |bestobj             |time                |
20.647              |20.647              |50.046              |INIT
15.870              |15.870              |122.959             |random
15.277              |15.277              |136.732             |random
14.823              |14.823              |147.879             |random
14.663              |14.663              |235.389             |random
14.651              |14.651              |296.409             |random
14.063              |14.063              |385.178             |random
12.959              |12.959              |433.195             |random
12.959              |12.959              |442.332             |random
12.928              |12.928              |724.700             |random
12.928              |12.928              |730.256             |random
12.681              |12.681              |736.850             |random
12.671              |12.671              |760.832             |random
12.478              |12.478              |769.395             |random
12.387              |12.387              |779.412             |random
12.387              |12.387              |987.138             |random
total time : 1000.0041708946228
