/media/sunyu/OS1/suanli/collectionunzip/item_placement_9965
obj                 |bestobj             |time                |
24.604              |24.604              |50.040              |INIT
20.046              |20.046              |55.370              |KS2
19.666              |19.666              |64.826              |KS2
17.795              |17.795              |74.899              |random
17.024              |17.024              |79.210              |lns
16.100              |16.100              |87.074              |random
16.094              |16.094              |103.678             |random
15.977              |15.977              |155.101             |random
15.691              |15.691              |166.056             |random
15.521              |15.521              |177.909             |random
15.042              |15.042              |189.673             |random
14.914              |14.914              |200.400             |random
13.794              |13.794              |212.489             |random
13.712              |13.712              |229.255             |random
13.569              |13.569              |242.179             |random
13.569              |13.569              |249.844             |random
13.568              |13.568              |411.462             |random
13.299              |13.299              |472.781             |random
12.510              |12.510              |486.062             |random
12.127              |12.127              |497.002             |random
11.955              |11.955              |511.001             |random
10.618              |10.618              |563.957             |random
10.558              |10.558              |805.197             |random
10.558              |10.558              |832.158             |random
10.484              |10.484              |848.717             |random
10.484              |10.484              |880.799             |random
total time : 1000.0056326389313
