/media/sunyu/OS1/suanli/collectionunzip/anonymous_28
obj                 |bestobj             |time                |
542765.237          |542765.237          |8.728               |INIT
374229.391          |374229.391          |8.826               |KS2
374124.657          |374124.657          |8.930               |KS2
309402.324          |309402.324          |9.046               |KS2
301023.547          |301023.547          |9.181               |KS2
301023.547          |301023.547          |29.614              |KS2
301023.547          |301023.547          |29.724              |KS2
301023.547          |301023.547          |30.449              |random
301023.547          |301023.547          |43.258              |random
300962.934          |300962.934          |47.699              |lns
180275.274          |180275.274          |73.914              |lns
171918.931          |171918.931          |84.384              |random
168984.016          |168984.016          |114.939             |lns
168984.016          |168984.016          |127.149             |random
168984.016          |168984.016          |136.018             |random
160719.723          |160719.723          |150.146             |random
160288.940          |160288.940          |165.038             |lns
160241.410          |160241.410          |178.711             |random
160241.330          |160241.330          |198.700             |lns
157688.289          |157688.289          |209.611             |random
157688.289          |157688.289          |224.523             |random
157688.289          |157688.289          |242.463             |random
157688.289          |157688.289          |250.169             |random
157688.289          |157688.289          |264.078             |random
157688.289          |157688.289          |280.091             |random
157688.289          |157688.289          |287.775             |random
157608.462          |157608.462          |329.020             |lns
157608.462          |157608.462          |350.196             |random
157603.755          |157603.755          |375.866             |random
157603.745          |157603.745          |388.371             |lns
157603.745          |157603.745          |402.293             |random
157603.745          |157603.745          |437.944             |random
157603.745          |157603.745          |473.607             |random
157503.705          |157503.705          |511.694             |random
157503.705          |157503.705          |525.184             |random
157503.705          |157503.705          |538.756             |random
157503.705          |157503.705          |548.889             |random
157503.525          |157503.525          |612.618             |lns
157503.525          |157503.525          |638.751             |random
153794.410          |153794.410          |666.774             |random
153794.410          |153794.410          |682.652             |random
151671.736          |151671.736          |720.019             |lns
151671.736          |151671.736          |743.516             |random
151671.736          |151671.736          |754.243             |random
151671.726          |151671.726          |769.672             |random
151671.726          |151671.726          |781.302             |random
151671.726          |151671.726          |807.533             |random
151671.726          |151671.726          |823.097             |random
151671.726          |151671.726          |837.217             |random
151671.726          |151671.726          |856.035             |random
151671.726          |151671.726          |892.825             |random
151671.726          |151671.726          |912.828             |random
151671.726          |151671.726          |933.878             |random
151671.536          |151671.536          |971.679             |lns
151671.536          |151671.536          |985.990             |random
total time : 1000.1493685245514
