/media/sunyu/OS1/suanli/collectionunzip/SET4_08
obj                 |bestobj             |time                |
3152250.563         |3152250.563         |0.139               |INIT
178877.995          |178877.995          |50.163              |KS2
155146.254          |155146.254          |144.180             |KS2
118908.339          |118908.339          |147.599             |lns
117314.738          |117314.738          |148.698             |random
117272.794          |117272.794          |151.519             |random
116099.184          |116099.184          |157.410             |lns
115089.233          |115089.233          |257.759             |lns
108943.027          |108943.027          |260.775             |lns
108058.754          |108058.754          |263.366             |random
106780.927          |106780.927          |264.710             |lns
106756.207          |106756.207          |265.689             |lns
105595.925          |105595.925          |297.472             |random
100731.543          |100731.543          |304.121             |lns
100444.158          |100444.158          |309.845             |random
99904.742           |99904.742           |338.493             |random
94754.318           |94754.318           |438.740             |lns
94723.967           |94723.967           |541.458             |random
94105.402           |94105.402           |641.479             |lns
93780.077           |93780.077           |751.163             |random
93691.135           |93691.135           |852.704             |random
93691.135           |93691.135           |960.863             |random
total time : 1000.1313745975494
