/media/sunyu/OS1/suanli/collectionunzip/item_placement_9975
obj                 |bestobj             |time                |
32.096              |32.096              |50.041              |INIT
31.533              |31.533              |54.219              |KS2
30.470              |30.470              |58.053              |KS2
30.106              |30.106              |61.686              |KS2
26.370              |26.370              |74.076              |KS2
24.765              |24.765              |77.935              |lns
24.186              |24.186              |80.453              |lns
23.419              |23.419              |83.383              |lns
23.412              |23.412              |84.884              |random
21.884              |21.884              |88.699              |lns
19.220              |19.220              |96.568              |random
18.798              |18.798              |102.627             |lns
18.704              |18.704              |110.937             |random
18.693              |18.693              |127.862             |random
17.716              |17.716              |137.204             |random
17.626              |17.626              |143.221             |random
17.616              |17.616              |154.778             |random
17.447              |17.447              |177.623             |random
17.040              |17.040              |201.154             |random
16.990              |16.990              |260.019             |random
16.990              |16.990              |266.443             |random
16.815              |16.815              |315.042             |random
16.815              |16.815              |450.564             |random
total time : 1000.0048787593842
