/media/sunyu/OS1/suanli/collectionunzip/item_placement_9963
obj                 |bestobj             |time                |
23.637              |23.637              |50.041              |INIT
21.595              |21.595              |63.068              |random
21.560              |21.560              |69.410              |lns
20.996              |20.996              |76.274              |random
20.899              |20.899              |89.097              |random
20.793              |20.793              |103.669             |random
19.705              |19.705              |118.432             |random
19.675              |19.675              |128.237             |random
19.634              |19.634              |145.076             |random
19.622              |19.622              |153.961             |random
19.494              |19.494              |167.183             |random
19.490              |19.490              |180.156             |random
19.137              |19.137              |210.902             |random
18.739              |18.739              |229.631             |random
18.549              |18.549              |251.916             |random
18.474              |18.474              |259.244             |random
18.405              |18.405              |297.561             |random
18.200              |18.200              |321.133             |random
17.695              |17.695              |401.106             |random
17.695              |17.695              |409.977             |random
17.603              |17.603              |457.213             |random
17.596              |17.596              |612.619             |random
17.596              |17.596              |632.621             |random
16.864              |16.864              |664.887             |random
16.210              |16.210              |695.061             |random
15.916              |15.916              |724.946             |random
15.750              |15.750              |747.027             |random
15.750              |15.750              |754.995             |random
15.294              |15.294              |778.567             |random
13.893              |13.893              |841.625             |random
13.777              |13.777              |966.022             |random
total time : 1000.004145860672
