/media/sunyu/OS1/suanli/collectionunzip/item_placement_9964
obj                 |bestobj             |time                |
25.468              |25.468              |50.041              |INIT
20.541              |20.541              |54.223              |KS2
17.520              |17.520              |56.836              |KS2
17.358              |17.358              |60.881              |KS2
17.358              |17.358              |68.398              |crossover
15.707              |15.707              |87.020              |random
15.395              |15.395              |94.774              |lns
14.724              |14.724              |102.996             |random
13.965              |13.965              |111.501             |lns
13.965              |13.965              |837.076             |random
total time : 1000.0053963661194
