/media/sunyu/OS1/suanli/collectionunzip/swath3
obj                 |bestobj             |time                |
405.171             |405.171             |17.315              |INIT
405.171             |405.171             |22.162              |KS2
403.491             |403.491             |24.950              |KS2
397.761             |397.761             |45.123              |random
397.761             |397.761             |56.671              |random
397.761             |397.761             |83.483              |random
397.761             |397.761             |159.122             |random
397.761             |397.761             |359.943             |random
total time : 1000.0108428001404
