/media/sunyu/OS1/suanli/collectionunzip/anonymous_10
obj                 |bestobj             |time                |
621396.551          |621396.551          |58.594              |INIT
536832.435          |536832.435          |58.704              |KS2
519945.809          |519945.809          |58.821              |KS2
482837.585          |482837.585          |58.952              |KS2
402305.340          |402305.340          |59.277              |KS2
402305.340          |402305.340          |109.339             |KS2
402305.340          |402305.340          |109.628             |crossover
397732.018          |397732.018          |173.464             |lns
377238.976          |377238.976          |229.180             |random
377217.005          |377217.005          |337.353             |lns
377159.326          |377159.326          |447.095             |random
377135.828          |377135.828          |547.295             |random
357607.700          |357607.700          |647.490             |random
357607.690          |357607.690          |764.078             |random
337449.722          |337449.722          |864.277             |random
337449.722          |337449.722          |964.479             |random
total time : 1000.1732258796692
